6.6901 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
8.3313 	EXP 	Created unnamed ImageStim = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='./stimuli/test.bmp', interpolate=False, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([7.61686514, 7.61686514]), texRes=128, units='deg', win=Window(...))
8.4149 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=array([1., 1., 1.]), text=' ', units='deg', win=Window(...), wrapWidth=15.0)
16.1097 	DATA 	Keypress: space
16.1520 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=array([1., 1., 1.]), text=str(...), units='deg', win=Window(...), wrapWidth=15.0)
16.6281 	DATA 	Keypress: space
16.6439 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=array([1., 1., 1.]), text='Press SPACE to start experiment', units='deg', win=Window(...), wrapWidth=15.0)
16.9885 	DATA 	Keypress: space
16.9887 	EXP 	window1: recordFrameIntervals = True
20.1512 	WARNING 	t of last frame was 20.37ms (=1/49)
21.0187 	DATA 	Keypress: space
23.9506 	WARNING 	t of last frame was 20.18ms (=1/49)
24.0346 	DATA 	Keypress: space
26.9039 	DATA 	Keypress: space
29.2507 	WARNING 	t of last frame was 20.45ms (=1/48)
30.0678 	DATA 	Keypress: space
33.5290 	DATA 	Keypress: space
34.3341 	WARNING 	t of last frame was 20.48ms (=1/48)
35.4185 	DATA 	Keypress: space
38.0289 	DATA 	Keypress: space
40.0302 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
47.7528 	DATA 	Keypress: space
51.2541 	DATA 	Keypress: space
54.0217 	DATA 	Keypress: space
58.8282 	DATA 	Keypress: space
67.8532 	DATA 	Keypress: space
74.3413 	DATA 	Keypress: space
76.7417 	DATA 	Keypress: space
78.3270 	DATA 	Keypress: space
80.2485 	DATA 	Keypress: space
82.0840 	DATA 	Keypress: space
84.0377 	DATA 	Keypress: space
94.2697 	DATA 	Keypress: space
97.5025 	DATA 	Keypress: space
101.1230 	DATA 	Keypress: space
103.5073 	DATA 	Keypress: space
106.7768 	DATA 	Keypress: space
112.0096 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=array([1., 1., 1.]), text='End. \n Thank you for participating!', units='deg', win=Window(...), wrapWidth=15.0)
112.6754 	DATA 	Keypress: space
112.6796 	EXP 	window1: recordFrameIntervals = False
113.7364 	EXP 	window1: mouseVisible = True
