2.0858 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
3.6104 	EXP 	Created unnamed ImageStim = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='./stimuli/test.bmp', interpolate=False, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([7.61686514, 7.61686514]), texRes=128, units='deg', win=Window(...))
3.6840 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=array([1., 1., 1.]), text=' ', units='deg', win=Window(...), wrapWidth=15.0)
5.1413 	DATA 	Keypress: space
5.2222 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=array([1., 1., 1.]), text=str(...), units='deg', win=Window(...), wrapWidth=15.0)
5.6922 	DATA 	Keypress: space
5.7071 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=array([1., 1., 1.]), text='Press SPACE to start experiment', units='deg', win=Window(...), wrapWidth=15.0)
6.0004 	DATA 	Keypress: space
6.0006 	EXP 	window1: recordFrameIntervals = True
9.0440 	WARNING 	t of last frame was 33.40ms (=1/29)
9.7937 	DATA 	Keypress: space
9.9642 	WARNING 	t of last frame was 20.37ms (=1/49)
9.9976 	WARNING 	t of last frame was 20.35ms (=1/49)
14.1183 	DATA 	Keypress: space
14.1490 	WARNING 	t of last frame was 31.93ms (=1/31)
15.5172 	DATA 	Keypress: space
17.4521 	DATA 	Keypress: space
20.8371 	DATA 	Keypress: space
22.9053 	DATA 	Keypress: space
26.7916 	DATA 	Keypress: space
28.8128 	DATA 	Keypress: space
28.8585 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
34.4839 	DATA 	Keypress: space
37.4681 	DATA 	Keypress: space
40.8021 	DATA 	Keypress: space
42.3736 	DATA 	Keypress: space
47.3148 	DATA 	Keypress: space
56.0013 	DATA 	Keypress: space
57.6348 	DATA 	Keypress: space
60.0352 	DATA 	Keypress: space
61.4533 	DATA 	Keypress: space
62.5697 	DATA 	Keypress: space
64.5392 	DATA 	Keypress: space
66.4584 	DATA 	Keypress: space
68.7642 	DATA 	Keypress: space
70.9985 	DATA 	Keypress: space
72.6662 	DATA 	Keypress: space
73.7164 	DATA 	Keypress: space
82.7937 	DATA 	Keypress: space
86.3325 	DATA 	Keypress: space
93.5834 	DATA 	Keypress: space
96.6842 	DATA 	Keypress: space
101.0170 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=array([1., 1., 1.]), text='End. \n Thank you for participating!', units='deg', win=Window(...), wrapWidth=15.0)
101.4473 	DATA 	Keypress: space
101.4676 	EXP 	window1: recordFrameIntervals = False
101.8824 	EXP 	window1: mouseVisible = True
